City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
Darhan,MN,49.4867,105.9228,27.79,49,33,4.92,scattered clouds
Pavino,RU,59.1139,46.1414,45.0,97,77,3.51,broken clouds
Coihueco,CL,-36.6167,-71.8333,57.94,72,0,6.91,clear sky
Altamira,BR,-3.2033,-52.2064,81.86,53,91,1.19,overcast clouds
Tarko-Sale,RU,64.9225,77.785,32.09,74,100,15.12,overcast clouds
Saskylakh,RU,71.9167,114.0833,26.08,94,100,13.47,overcast clouds
Roald,NO,62.5833,6.1333,52.32,82,75,17.27,broken clouds
Busayra,JO,30.7376,35.6078,67.37,53,0,2.8,clear sky
Matagami,CA,49.7502,-77.6328,35.71,80,0,2.3,clear sky
Na Klang,TH,17.3072,102.1889,72.7,96,100,2.71,overcast clouds
Wajir,KE,1.7471,40.0573,73.09,62,83,14.63,broken clouds
Safranbolu,TR,41.2508,32.6942,55.11,89,59,1.97,broken clouds
Praia Da Vitoria,PT,38.7333,-27.0667,71.76,100,75,15.3,light intensity shower rain
Namibe,AO,-15.1961,12.1522,63.46,88,17,5.46,few clouds
Ihosy,MG,-22.4,46.1167,58.55,94,4,3.22,clear sky
Mackay,AU,-21.15,149.2,74.68,71,90,14.18,light rain
Khorramabad,IR,33.4878,48.3558,65.86,18,0,1.45,clear sky
Menzelinsk,RU,55.7271,53.1026,54.1,68,100,16.93,overcast clouds
Nantucket,US,41.2835,-70.0995,55.51,75,100,24.16,overcast clouds
Westport,US,41.1415,-73.3579,55.22,54,100,14.97,overcast clouds
Aykhal,RU,66.0,111.5,18.46,94,99,10.74,overcast clouds
Dargaville,NZ,-35.9333,173.8833,58.98,92,68,13.35,broken clouds
Bowen,AU,-20.0167,148.2333,77.68,69,52,12.97,broken clouds
Rocha,UY,-34.4833,-54.3333,51.55,92,6,8.77,clear sky
Itarema,BR,-2.9248,-39.9167,77.63,80,6,16.58,clear sky
Fuyu,CN,45.1833,124.8167,43.09,88,100,15.55,overcast clouds
Igrim,RU,63.1906,64.4162,38.25,86,100,10.65,light rain
Casimiro Castillo,MX,19.6,-104.4333,72.73,98,100,2.28,overcast clouds
Staryy Nadym,RU,65.6118,72.6842,34.68,76,100,15.21,overcast clouds
Chernitsyno,RU,51.5074,36.051,51.28,92,100,14.83,overcast clouds
Port Hardy,CA,50.6996,-127.4199,55.58,88,20,3.44,fog
Kavarna,BG,43.4333,28.3333,57.58,69,18,10.2,few clouds
Ibiapina,BR,-3.9233,-40.8894,68.76,62,16,3.8,few clouds
Port Moresby,PG,-9.4431,147.1797,85.42,70,20,3.44,haze
Sampit,ID,-2.5333,112.95,77.16,93,100,1.52,light rain
Cuddapah,IN,14.4667,78.8167,75.51,84,95,4.14,overcast clouds
Norman Wells,CA,65.282,-126.8329,35.64,87,75,2.3,broken clouds
Sorland,NO,67.667,12.6934,51.66,88,100,17.43,overcast clouds
Misratah,LY,32.3754,15.0925,74.66,66,0,12.19,clear sky
Waverly,US,42.7392,-84.6208,57.36,72,3,10.2,clear sky
Dahra,DZ,36.2546,0.8519,79.99,34,100,4.83,overcast clouds
Micheweni,TZ,-4.9667,39.8333,73.89,73,19,10.78,few clouds
Mildura,AU,-34.2,142.15,67.62,41,99,13.09,overcast clouds
Menongue,AO,-14.6585,17.691,65.39,30,58,3.0,broken clouds
Dospat,BG,41.65,24.1667,45.55,56,0,3.62,clear sky
Alyangula,AU,-13.8483,136.4192,83.98,61,83,11.52,broken clouds
Mogadishu,SO,2.0371,45.3438,76.53,80,86,16.69,overcast clouds
Kem,RU,64.9555,34.5793,37.51,89,10,4.61,clear sky
Bardiyah,LY,31.7561,25.0865,74.57,70,0,19.64,clear sky
Calcutta,IN,22.5697,88.3697,80.55,83,40,6.91,haze
Anadyr,RU,64.75,177.4833,36.1,69,40,2.24,scattered clouds
Gisborne,NZ,-38.6533,178.0042,62.13,81,76,1.43,moderate rain
San Juan,AR,-31.5375,-68.5364,76.28,28,0,20.89,clear sky
Zyryanka,RU,65.75,150.85,27.88,79,99,2.98,overcast clouds
Lhokseumawe,ID,5.1801,97.1507,76.32,88,100,4.72,overcast clouds
Praia,CV,14.9215,-23.5087,79.34,69,75,12.66,broken clouds
Palm Coast,US,29.585,-81.2078,77.07,76,0,5.99,clear sky
Trincomalee,LK,8.5711,81.2335,80.33,78,100,20.94,overcast clouds
Bayshore Gardens,US,27.4253,-82.5904,76.12,68,0,12.26,clear sky
Dauphin,CA,51.1494,-100.0502,64.54,63,0,12.66,clear sky
Lamar,US,33.6668,-95.5836,74.98,34,0,5.84,clear sky
Najran,SA,17.4924,44.1277,68.65,18,32,1.19,scattered clouds
Taksimo,RU,56.3444,114.8794,26.22,61,97,4.36,overcast clouds
Kualakapuas,ID,-3.0091,114.3876,79.32,87,99,2.21,overcast clouds
Oussouye,SN,12.485,-16.5469,80.69,84,97,4.03,overcast clouds
Shirokiy,RU,49.758,129.523,35.67,84,100,12.17,overcast clouds
Ilorin,NG,8.5,4.55,75.56,94,20,3.44,few clouds
Liepaja,LV,56.5419,21.0367,49.98,93,100,13.8,overcast clouds
Cockburn Town,TC,21.4612,-71.1419,83.25,75,99,6.17,overcast clouds
Buckeye,US,33.3703,-112.5838,98.83,28,0,0.0,clear sky
Cubuk,TR,40.2386,33.0322,53.06,71,0,5.75,clear sky
Kailua,US,21.4022,-157.7394,80.58,88,50,5.01,scattered clouds
Guangyuan,CN,32.442,105.823,60.06,90,87,8.3,overcast clouds
Kaduy,RU,59.2,37.15,43.3,94,100,8.39,overcast clouds
Suluq,LY,31.6682,20.2521,72.23,66,0,11.59,clear sky
Lagoa,PT,39.05,-27.9833,70.74,87,100,3.8,light rain
Kloulklubed,PW,7.0419,134.2556,84.7,74,97,8.66,overcast clouds
Kokstad,ZA,-30.5472,29.4241,62.13,48,0,5.23,clear sky
Mapiripan,CO,2.8892,-72.1256,77.61,75,72,1.3,broken clouds
Tomatlan,MX,19.9333,-105.25,74.95,93,100,5.35,overcast clouds
Moindou,NC,-21.6924,165.677,74.5,62,100,10.71,overcast clouds
Sao Lourenco Do Oeste,BR,-26.3592,-52.8511,54.43,90,30,4.16,scattered clouds
Olinda,BR,-8.0089,-34.8553,76.73,78,75,6.91,broken clouds
Andenes,NO,69.3143,16.1194,44.92,93,100,4.61,overcast clouds
Zwedru,LR,6.0667,-8.1281,71.44,100,100,2.3,moderate rain
Ponta Do Sol,PT,32.6667,-17.1,70.43,81,20,3.62,few clouds
Harare,ZW,-17.8294,31.0539,60.82,50,0,8.05,clear sky
Ewa Beach,US,21.3156,-158.0072,80.55,74,100,5.75,overcast clouds
Saint Augustine,US,29.8947,-81.3145,76.01,81,0,7.27,clear sky
Aiquile,BO,-18.2041,-65.1807,60.58,66,86,8.34,overcast clouds
Verkhnevilyuysk,RU,63.4453,120.3167,26.08,86,78,2.19,broken clouds
Santo Antonio Do Ica,BR,-3.1022,-67.9397,73.99,98,46,0.92,scattered clouds
Puerto Leguizamo,CO,-0.1934,-74.7819,76.53,78,99,2.75,overcast clouds
Merauke,ID,-8.4667,140.3333,83.32,74,55,8.95,broken clouds
Cacoal,BR,-11.4386,-61.4472,74.43,90,99,2.46,light rain
Makaryev,RU,57.8797,43.8069,47.25,93,87,5.23,overcast clouds
Aquiraz,BR,-3.9014,-38.3911,80.69,84,13,12.39,few clouds
Bafoulabe,ML,13.8065,-10.8321,75.34,90,98,2.06,overcast clouds
Calama,CL,-22.4667,-68.9333,66.69,3,0,12.66,clear sky
Hualmay,PE,-11.0964,-77.6139,62.76,82,60,9.84,broken clouds
Pokhara,NP,28.2333,83.9833,68.45,49,0,6.42,clear sky
Pocinhos,BR,-7.0767,-36.0611,68.29,92,21,13.15,few clouds
Atambua,ID,-9.1061,124.8925,80.08,72,94,1.41,overcast clouds
Manzhouli,CN,49.6,117.4333,27.52,55,1,20.02,clear sky
Talcahuano,CL,-36.7167,-73.1167,51.48,82,75,1.14,broken clouds
Iquique,CL,-20.2208,-70.1431,59.04,79,37,0.18,scattered clouds
Ondjiva,AO,-17.0667,15.7333,70.84,20,0,7.09,clear sky
Wanning,CN,18.8003,110.3967,80.8,83,44,4.03,scattered clouds
Ugoofaaru,MV,5.6667,73.0,79.88,78,100,20.38,overcast clouds
Butte,US,39.6499,-121.5677,84.29,39,0,4.29,clear sky
Rajauri,IN,33.3833,74.3,66.45,37,0,5.99,clear sky
Buraydah,SA,26.326,43.975,70.25,14,0,8.1,clear sky
Anchorage,US,61.2181,-149.9003,50.27,87,100,4.0,light rain
Woodward,US,36.4337,-99.3904,81.52,17,0,9.22,clear sky
Laguna,US,38.421,-121.4238,86.34,41,0,6.91,clear sky
Kamariotissa,GR,40.4833,25.4667,70.74,50,0,14.09,clear sky
Sambava,MG,-14.2667,50.1667,64.98,83,15,6.6,few clouds
Caravelas,BR,-17.7125,-39.2481,73.92,90,20,7.74,few clouds
Ambilobe,MG,-13.2,49.05,63.16,78,2,3.96,clear sky
Camacha,PT,33.0833,-16.3333,65.62,77,20,6.91,few clouds
Morant Bay,JM,17.8815,-76.4093,82.02,82,96,1.68,overcast clouds
Haibara,JP,34.5333,135.95,74.19,67,95,3.98,overcast clouds
Batemans Bay,AU,-35.7167,150.1833,59.09,56,10,5.41,clear sky
Ormara,PK,25.2088,64.6357,79.11,82,15,8.72,few clouds
Souillac,MU,-20.5167,57.5167,68.38,77,20,8.05,few clouds
Peniche,PT,39.3558,-9.3811,69.46,57,1,10.33,clear sky
Longyearbyen,SJ,78.2186,15.6401,35.44,100,75,2.3,light intensity drizzle rain
Channarayapatna,IN,12.9044,76.3917,69.03,87,100,6.17,overcast clouds
Mbanza-Ngungu,CD,-5.25,14.8667,70.77,84,90,7.36,light rain
Cape Canaveral,US,28.4058,-80.6048,79.99,69,0,4.97,clear sky
Waipawa,NZ,-41.4122,175.5153,48.52,94,100,11.68,overcast clouds
Sobolevo,RU,54.4299,31.8996,46.76,96,100,15.23,light rain
Tulsipur,NP,28.131,82.2973,70.54,73,0,4.29,clear sky
Brigantine,US,39.4101,-74.3646,54.01,93,100,18.41,mist
Dabola,GN,10.75,-11.1167,70.75,96,56,2.26,broken clouds
Loreto,MX,22.2667,-101.9667,69.31,28,87,19.37,overcast clouds
Awjilah,LY,29.1081,21.2869,75.7,46,0,16.64,clear sky
Zhezkazgan,KZ,47.8043,67.7144,30.18,43,0,13.42,clear sky
Bartica,GY,6.4,-58.6167,80.92,96,77,2.89,broken clouds
Daru,PG,-9.0763,143.2092,82.47,80,78,11.7,broken clouds
Carmarthen,GB,51.8555,-4.3054,51.89,93,20,2.3,few clouds
Kulykivka,UA,51.3735,31.6466,43.9,92,100,20.78,light rain
Berlin,DE,52.5244,13.4105,52.99,86,20,9.22,few clouds
Veraval,IN,20.9,70.3667,78.87,80,14,7.09,few clouds
Alexandria,EG,31.2156,29.9553,75.74,75,0,13.49,clear sky
Riverton,US,40.5219,-111.9391,71.85,41,0,9.22,clear sky
Agadir,MA,30.4202,-9.5982,70.25,48,0,6.17,clear sky
Quatre Cocos,MU,-20.2078,57.7625,69.1,69,36,12.8,scattered clouds
Tevriz,RU,57.509,72.4042,26.71,83,14,5.12,few clouds
Jawhar,SO,2.7809,45.5005,74.7,80,95,13.15,overcast clouds
Pimenta Bueno,BR,-11.6725,-61.1936,74.39,89,100,2.19,overcast clouds
Emerald,AU,-23.5333,148.1667,68.14,83,100,10.36,overcast clouds
Desnogorsk,RU,54.1508,33.2815,52.39,98,100,5.1,light rain
Uddevalla,SE,58.3478,11.9424,45.21,97,9,0.92,clear sky
Princeton,US,25.5384,-80.4089,82.02,68,54,1.01,broken clouds
Biltine,TD,14.5333,20.9167,79.21,61,8,12.5,clear sky
Preobrazheniye,RU,42.9019,133.9064,59.59,91,99,0.6,overcast clouds
Svetlaya,RU,46.5389,138.3297,60.39,74,38,10.33,scattered clouds
Da Nang,VN,16.0678,108.2208,78.78,94,40,0.0,scattered clouds
Aleksandrov Gay,RU,50.147,48.5704,62.28,42,92,19.91,overcast clouds
Navrongo,GH,10.8956,-1.0921,75.6,85,54,2.98,broken clouds
Mayo,US,38.8876,-76.5119,55.56,94,100,13.0,overcast clouds
Odienne,CI,9.51,-7.5692,72.23,92,100,4.81,moderate rain
Diapaga,BF,12.0708,1.7889,76.8,81,45,6.13,light rain
Fukue,JP,32.6881,128.8419,77.36,83,75,10.36,broken clouds
Rabo De Peixe,PT,37.8,-25.5833,73.27,78,20,11.5,few clouds
Samarkand,UZ,39.6542,66.9597,54.82,41,62,9.22,broken clouds
Tocopilla,CL,-22.092,-70.1979,62.56,66,27,7.18,scattered clouds
Nishihara,JP,26.1842,127.7558,83.48,70,20,11.5,few clouds
Qitaihe,CN,45.8,130.85,60.44,82,91,6.17,moderate rain
Springbok,ZA,-29.6643,17.8865,52.48,36,0,3.98,clear sky
Paragominas,BR,-2.9667,-47.4833,80.51,62,87,5.06,overcast clouds
Vanimo,PG,-2.6741,141.3028,84.27,67,74,7.29,broken clouds
Nalut,LY,30.3333,10.85,73.44,48,0,13.58,clear sky
Laje,BR,-10.1833,-40.9667,76.95,43,13,7.09,few clouds
Point Pedro,LK,9.8167,80.2333,81.66,76,100,11.12,overcast clouds
La Ronge,CA,55.1001,-105.2842,66.51,49,27,7.52,scattered clouds
Camalu,MX,30.85,-116.0667,70.43,71,9,12.33,clear sky
Castanas,PH,13.8822,121.5517,80.1,81,100,11.36,light rain
Gushikawa,JP,26.3544,127.8686,83.43,83,8,11.99,clear sky
Road Town,VG,18.4167,-64.6167,82.87,76,99,10.58,overcast clouds
Borogontsy,RU,62.6683,131.1683,24.33,79,86,7.9,overcast clouds
Tulun,RU,54.5611,100.5792,25.77,89,60,3.8,broken clouds
Khandyga,RU,62.6667,135.6,25.05,51,72,4.41,broken clouds
Chota,PE,-6.55,-78.65,54.07,94,90,4.34,overcast clouds
Manggar,ID,-2.8833,108.2667,78.48,85,100,3.94,overcast clouds
Phuket,TH,8.0,98.25,85.12,89,20,2.3,few clouds
Susurluk,TR,39.9136,28.1578,63.84,65,0,3.02,clear sky
Salo,IT,45.6086,10.531,60.89,77,1,3.89,clear sky
Carbonear,CA,47.7332,-53.2148,46.11,66,100,10.13,overcast clouds
Severo-Yeniseyskiy,RU,60.3725,93.0408,25.84,88,100,5.26,overcast clouds
Jorpeland,NO,59.0225,6.0408,54.14,90,40,5.84,scattered clouds
Tynda,RU,55.1667,124.7167,23.32,75,53,6.53,broken clouds
Sorong,ID,-0.8833,131.25,80.35,79,78,4.09,broken clouds
Tigil,RU,57.8,158.6667,39.04,90,100,13.09,light rain
Ayagoz,KZ,47.9714,80.4392,29.23,59,0,12.88,clear sky
Athabasca,CA,54.7169,-113.2854,68.7,39,13,11.39,few clouds
Marawi,PH,7.9986,124.2928,75.63,79,100,1.12,overcast clouds
Potiskum,NG,11.7091,11.0694,77.52,75,100,14.74,overcast clouds
Kendari,ID,-3.945,122.4989,80.69,86,84,0.92,broken clouds
Maragogi,BR,-9.0122,-35.2225,74.25,78,31,9.04,scattered clouds
Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.87,97,100,2.28,overcast clouds
Otane,NZ,-39.8833,176.6333,57.0,88,99,3.44,overcast clouds
Aktau,KZ,43.65,51.2,57.78,26,61,26.11,broken clouds
Limache,CL,-33.0167,-71.2667,55.15,94,1,1.36,clear sky
Popondetta,PG,-8.7537,148.2534,90.68,49,7,4.41,clear sky
Honiara,SB,-9.4333,159.95,85.73,69,50,4.23,scattered clouds
Tikrit,IQ,34.6071,43.6782,77.63,22,0,3.56,clear sky
Santa Rosa,PH,14.3122,121.1114,80.1,81,100,10.63,heavy intensity rain
Pangnirtung,CA,66.1451,-65.7125,30.63,60,1,3.44,clear sky
Kinshasa,CD,-4.3246,15.3215,74.66,87,99,1.79,overcast clouds
Kaitong,CN,44.8135,123.15,40.3,91,100,16.69,overcast clouds
Komsomolets,KZ,53.7453,62.0708,39.88,35,87,7.85,overcast clouds
Novoseleznevo,RU,55.6821,69.2056,29.12,70,1,7.31,clear sky
Sabha,LY,27.0377,14.4283,78.98,52,0,17.58,clear sky
Srivardhan,IN,18.0333,73.0167,76.51,87,25,5.23,scattered clouds
Priladozhskiy,RU,59.85,31.4833,42.53,1,93,9.8,overcast clouds
Tabou,CI,4.423,-7.3528,75.47,92,90,6.31,light rain
Kushima,JP,31.4583,131.2333,76.77,77,39,4.99,scattered clouds
Lazaro Cardenas,MX,17.9583,-102.2,79.45,85,77,3.4,broken clouds
Maldonado,UY,-34.6667,-54.9167,55.22,91,14,7.85,few clouds
Kalmunai,LK,7.4167,81.8167,81.01,64,100,9.19,overcast clouds
Oranjestad,AW,12.524,-70.027,85.95,70,40,13.8,scattered clouds
Alugan,PH,12.2188,125.4808,84.22,73,100,7.81,overcast clouds
Oum Hadjer,TD,13.2954,19.6966,78.26,68,32,18.3,scattered clouds
Veseloyarsk,RU,51.2836,81.1056,26.04,94,5,7.83,clear sky
Kayes,ML,14.0,-11.0,76.06,83,91,3.51,overcast clouds
Banda Aceh,ID,5.5577,95.3222,79.61,73,83,13.42,broken clouds
Quang Ngai,VN,15.1167,108.8,76.93,88,78,3.0,broken clouds
Raga,SS,8.4596,25.678,70.72,91,80,3.22,broken clouds
Nacogdoches,US,31.6002,-94.6335,78.48,43,43,4.34,scattered clouds
Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,45.19,61,20,4.47,few clouds
Aksu,CN,41.1231,80.2644,51.84,29,67,3.96,broken clouds
Yuzhno-Sukhokumsk,RU,44.6581,45.6436,69.53,57,100,23.35,overcast clouds
Shostka,UA,51.863,33.4698,44.69,90,100,18.37,overcast clouds
Tigzirt,DZ,36.8886,4.1198,74.43,59,74,7.18,broken clouds
Kyrksaeterora,NO,63.2906,9.0891,48.15,87,92,8.97,light rain
Coos Bay,US,43.3665,-124.2179,61.99,100,16,1.01,few clouds
